  Bin Id                                         Marker lineage          # genome # markers  # marker s   Complete   ContaminStrain hete  Genome si  # ambiguo   # scaffo  # contigs N50 (scaff N50 (conti Mean scaff Mean conti Longest sc  Longest c   GC      GC std (sca Coding den Translatio  # predict  0     1  
  CTOTU10526_circ                            k__Bacteria (UID1453)            901        171        117       65.1       0.85          0     905795          0          1          1     905795     905795     905795     905795     905795     905795      49.51          0      91.87         11        934  47   123 
  CTOTU10526_raw                             k__Bacteria (UID1453)            901        171        117      62.96       0.85          0     208838          0          1          1     208838     208838     208838     208838     208838     208838      49.34          0     200.07         11        460  50   120 
  CTOTU11519_circ                             k__Bacteria (UID203)           5449        104         58      73.82          0          0     811664          0          1          1     811664     811664     811664     811664     811664     811664      30.75          0      93.73         11        906  18    86 
  CTOTU11519_raw                             k__Bacteria (UID2495)           2993        143         89      69.08          0          0      11745          0          1          1      11745      11745      11745      11745      11745      11745      30.07          0    2774.41         11        367  33   110 
  CTOTU15103_circ                            k__Bacteria (UID1452)            924        151        101       70.3       0.99          0      84595          0          1          1      84595      84595      84595      84595      84595      84595       30.9          0     819.28         11        701  35   115 
  CTOTU15103_raw                             k__Bacteria (UID1452)            924        151        101      62.65       0.99          0       4312          0          1          1       4312       4312       4312       4312       4312       4312      30.75          0     5734.3         11        233  45   105 
  CTOTU16657_circ                            k__Bacteria (UID1452)            924        151        101      69.11          0          0      38003          0          1          1      38003      38003      38003      38003      38003      38003      43.14          0    1159.06         11        476  34   117 
  CTOTU16657_raw                              k__Bacteria (UID203)           5449        104         58      73.82          0          0      10041          0          1          1      10041      10041      10041      10041      10041      10041      41.92          0     3839.9         11        434  18    86 
  CTOTU18840_circ                            k__Bacteria (UID2495)           2993        143         89      78.96          0          0      31932          0          1          1      31932      31932      31932      31932      31932      31932      32.91          0    1685.54         11        602  22   121 
  CTOTU18840_raw                             k__Bacteria (UID2495)           2993        143         89       69.8          0          0      12914          0          1          1      12914      12914      12914      12914      12914      12914       30.8          0    1397.15         11        170  33   110 
  CTOTU18959_circ                            k__Bacteria (UID1452)            924        151        101      68.32       0.99          0     796088          0          1          1     796088     796088     796088     796088     796088     796088      30.71          0      92.43         11        760  37   113 
  CTOTU18959_raw                             k__Bacteria (UID1452)            924        151        101      68.91       0.99          0      16695          0          1          1      16695      16695      16695      16695      16695      16695      31.33          0    2845.95         11        484  38   112 
  CTOTU20245_circ                            k__Bacteria (UID1453)            901        171        117      63.96       0.85          0      41431          0          1          1      41431      41431      41431      41431      41431      41431      61.53          0    1740.67         11        825  47   123 
  CTOTU20245_raw                             k__Bacteria (UID1453)            901        171        117      63.96       0.85          0       1118          0          1          1       1118       1118       1118       1118       1118       1118      42.93          0   64591.41         11        822  47   123 
  CTOTU20281_circ                             k__Bacteria (UID203)           5449        104         58      76.15          0          0      23729          0          1          1      23729      23729      23729      23729      23729      23729      47.48          0    1279.46         11        339  15    89 
  CTOTU20281_raw                              k__Bacteria (UID203)           5449        104         58      78.74          0          0       3625          0          1          1       3625       3625       3625       3625       3625       3625      47.61          0    7934.92         11        338  13    91 
  CTOTU22908_circ                            k__Bacteria (UID2495)           2993        143         89      78.36          0          0     111607          0          1          1     111607     111607     111607     111607     111607     111607      39.11          0      485.5         11        622  23   120 
  CTOTU22908_raw                           c__Spirochaetia (UID2496)           72        215        125      63.67        1.6         50      44307          0          1          1      44307      44307      44307      44307      44307      44307      39.46          0     474.25         11        219  65   148 
  CTOTU24457_circ                            k__Bacteria (UID1453)            901        171        117       65.1       0.85          0     916165          0          1          1     916165     916165     916165     916165     916165     916165      46.62          0      91.33         11        926  47   123 
  CTOTU24457_raw                             k__Bacteria (UID1453)            901        171        117       65.1       0.85          0     916165          0          1          1     916165     916165     916165     916165     916165     916165      46.62          0      91.33         11        926  47   123 
  CTOTU24527_circ                            k__Bacteria (UID1452)            924        161        108      63.89       1.85          0     970739          0          1          1     970739     970739     970739     970739     970739     970739      49.59          0      89.51         11       1015  45   114 
  CTOTU24527_raw                             k__Bacteria (UID1452)            924        161        108      63.89       1.85          0       1229          0          1          1       1229       1229       1229       1229       1229       1229      50.85          0   59877.22         11        841  45   114 
  CTOTU24614_circ                            k__Bacteria (UID1452)            924        161        108      63.89       1.85          0     970564          0          1          1     970564     970564     970564     970564     970564     970564      49.59          0      89.56         11       1019  45   114 
  CTOTU24614_raw                             k__Bacteria (UID1452)            924        161        108      63.89       1.85          0       1300          0          1          1       1300       1300       1300       1300       1300       1300      38.85          0   56661.15         11        841  45   114 
  CTOTU26783_circ                             k__Bacteria (UID203)           5449        104         58      83.91       1.72          0    1030078        600          1          7    1030078     323192    1030078     147068    1030078     369704      41.42          0      85.79         11       1015  11    92 
  CTOTU26783_raw                              k__Bacteria (UID203)           5449        104         58      82.18       1.72          0       1116          0          1          1       1116       1116       1116       1116       1116       1116      39.52          0   79818.46         11       1025  12    91 
  CTOTU26873_circ                            k__Bacteria (UID2329)            174        149         89      66.55       1.12          0     572005          0          1          1     572005     572005     572005     572005     572005     572005      29.72          0      90.96         11        569  36   112 
  CTOTU26873_raw                             k__Bacteria (UID1452)            924        161        108      58.92          0          0      13301          0          1          1      13301      13301      13301      13301      13301      13301      28.92          0    2422.32         11        327  51   110 
  CTOTU27197_circ                            k__Bacteria (UID1453)            901        171        117       65.1       0.85          0     901226        100          1          2     901226     722723     901226     450563     901226     722723      46.59          0       91.1         11        917  47   123 
  CTOTU27197_raw                             k__Bacteria (UID1453)            901        171        117       65.1       0.85          0     901226        100          1          2     901226     722723     901226     450563     901226     722723      46.59          0       91.1         11        917  47   123 
  CTOTU3325_circ                             k__Bacteria (UID1453)            901        171        117      56.38          0          0     277321          0          1          1     277321     277321     277321     277321     277321     277321      54.15          0     138.86         11        454  59   112 
  CTOTU3325_raw                              k__Bacteria (UID1453)            901        171        117      55.02          0          0      13966          0          1          1      13966      13966      13966      13966      13966      13966      53.88          0    1913.68         11        306  63   108 
  CTOTU3590_circ                                  root (UID1)                5656         56         24          0      76.22          0       3880          0          1          1       3880       3880       3880       3880       3880       3880      43.63          0      17.47         11          2  56    0  
  CTOTU3590_raw                            c__Spirochaetia (UID2496)           72        215        125      75.63        1.6          0     245123          0          1          1     245123     245123     245123     245123     245123     245123      54.17          0     222.43         11        640  44   169 
  CTOTU35939_circ                            k__Bacteria (UID1452)            924        151        101      72.77       0.99          0     438376          0          1          1     438376     438376     438376     438376     438376     438376      33.24          0     105.16         11        444  31   119 
  CTOTU35939_raw                             k__Bacteria (UID1452)            924        151        101      71.95       0.99          0     153134          0          1          1     153134     153134     153134     153134     153134     153134       31.8          0        276         11        436  33   117 
  CTOTU3647_circ                              k__Bacteria (UID203)           5449        104         58      74.84          0          0      10689          0          1          1      10689      10689      10689      10689      10689      10689      39.05          0    2758.51         11        293  18    86 
  CTOTU3647_raw                              k__Bacteria (UID2495)           2993        143         89      65.31          0          0       5140          0          1          1       5140       5140       5140       5140       5140       5140       43.5          0    4981.52         11        267  39   104 
  CTOTU3651_circ                             k__Bacteria (UID1453)            901        171        117      61.51          0          0      13372          0          1          1      13372      13372      13372      13372      13372      13372      43.99          0    3022.38         11        457  52   119 
  CTOTU3651_raw                              k__Bacteria (UID1453)            901        171        117      60.72          0          0      15490          0          1          1      15490      15490      15490      15490      15490      15490      43.88          0    2350.26         11        413  55   116 
  CTOTU3679_circ                             k__Bacteria (UID1453)            901        171        117      61.21       0.85          0      15967          0          1          1      15967      15967      15967      15967      15967      15967      43.21          0       2795         11        485  53   117 
  CTOTU3679_raw                              k__Bacteria (UID1453)            901        171        117      59.72          0          0      10308          0          1          1      10308      10308      10308      10308      10308      10308      44.68          0    1823.56         11        195  56   115 
  CTOTU3700_circ                             k__Bacteria (UID1453)            901        171        117      60.58          0          0      40387          0          1          1      40387      40387      40387      40387      40387      40387       48.3          0    1141.24         11        501  53   118 
  CTOTU3700_raw                              k__Bacteria (UID1453)            901        171        117      59.69          0          0      10560          0          1          1      10560      10560      10560      10560      10560      10560      47.66          0    3358.62         11        378  56   115 
  CTOTU3712_circ                              k__Bacteria (UID203)           5449        104         58      78.58          0          0     673412          0          1          1     673412     673412     673412     673412     673412     673412      54.25          0      92.06         11        728  15    89 
  CTOTU3712_raw                               k__Bacteria (UID203)           5449        104         58      75.99          0          0      13092          0          1          1      13092      13092      13092      13092      13092      13092      53.93          0    4655.97         11        711  17    87 
  CTOTU3764_circ                             k__Bacteria (UID1452)            924        151        101       82.3       0.99          0      33772          0          1          1      33772      33772      33772      33772      33772      33772      37.96          0    2859.57         11        972  33   117 
  CTOTU3764_raw                              k__Bacteria (UID2495)           2993        147         91      81.25        1.1          0     198137          0          1          1     198137     198137     198137     198137     198137     198137      39.88          0     165.35         11        344  20   126 
  CTOTU3784_circ                             k__Bacteria (UID1452)            924        151        101      84.65       1.65          0    1394918          0          1          1    1394918    1394918    1394918    1394918    1394918    1394918       58.1          0      89.45         11       1183  16   132 
